Property_id,lat,lng,addr_street,suburb,price,property_type,year,bedrooms,bathrooms,parking_space,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,travel_min_to_CBD,Transfer_flag,Hospital_id,Distance_to_hospital,Supermarket_id,Distance_to_supermaket
51587,-37.784248,145.119782,61 Rathmullen Quadrant,Doncaster,17640000,house,2015,3,2,2,SC_091,631,20042,3896,31,0,hospital_194,1280,S_046,1293
56102,-37.84653,145.127906,1/9 Poole Street,Burwood,5715000,house,2011,3,2,2,SC_037,3097,19897,3079,36,0,hospital_047,645,S_018,2396
44469,-37.719341,145.108609,189 Hickling Avenue,Greensborough,10217000,house,2011,3,2,3,SC_009,5360,19986,1222,40,0,hospital_075,1600,S_020,1796
26213,-37.58338928,144.9138031,27 Mallacoota Way,Craigieburn,5680000,house,2009,4,2,2,SC_016,1056,40221,3315,46,0,hospital_104,7515,S_005,2691
95878,-37.925497,145.047279,5 Delhi Street,Bentleigh,16800000,house,2010,5,2,2,SC_046,1745,19938,1038,41,0,hospital_110,1247,S_010,3198
54787,-37.835463,145.040298,92 Robinson Road,Hawthorn,40000000,house,2014,3,2,2,SC_083,1720,19910,774,13,0,hospital_127,1266,S_013,3309
60202,-37.81205368,145.1856232,69 Ormond Avenue,Mitcham,4833000,house,2008,3,1,2,SC_088,968,19900,867,40,0,hospital_070,761,S_040,3793
20270,-37.766783,144.964959,1 Burchett Street,Brunswick,12362000,house,2014,3,1,2,SC_030,4043,19968,484,21,0,hospital_144,1295,S_025,3835
43624,-37.710396,145.080227,25 Grace Street,Watsonia,9450000,house,2016,3,1,2,SC_017,5154,19984,320,34,0,hospital_037,2237,S_020,1859
47621,-37.710422,145.142272,9 Inez Avenue,Eltham,6820000,house,2010,4,2,2,SC_051,4371,19987,600,44,0,hospital_075,3260,S_020,3771
16411,-37.705681,144.933815,12 Justin Avenue,Glenroy,8520000,house,2010,3,1,2,SC_030,3303,20032,1467,33,0,hospital_184,4798,S_004,459
83089,-37.884759,145.254579,2/75 Norma Crescent,Knoxfield,5555000,house,2012,3,2,2,SC_049,4834,19868,3590,55,0,hospital_002,3473,S_027,2511
67371,-37.77506256,145.3406372,33-34 Eucalypt Drive,Lilydale,5280000,house,2009,4,2,3,SC_084,3011,19876,2263,61,0,hospital_113,1916,S_042,6315
49866,-37.763767,145.086884,12 Helene Street,Bulleen,17600000,house,2015,3,2,2,SC_009,490,19935,2423,26,0,hospital_004,2361,S_046,2624
94294,-37.958361,145.077586,15 Pebble Beach Place,Heatherton,7345000,house,2013,3,2,1,SC_003,1742,19866,2222,37,0,hospital_109,532,S_023,1914
14802,-37.74966,144.91689,8 Mackay Street,Essendon,15180000,house,2016,4,3,3,SC_082,2009,20036,449,24,0,hospital_184,1324,S_025,2053
86590,-37.924743,144.990976,32 Were Street,Brighton,28960000,house,2013,4,2,2,SC_046,4472,19950,251,24,0,hospital_156,1445,S_009,1133
26906,-37.57947,144.919591,41 Hampton Street,Craigieburn,6750000,house,2016,3,2,2,SC_005,550,40221,3251,46,0,hospital_104,7929,S_005,2619
12923,-37.708953,144.763934,3 Tussock Crescent,Sydenham,6960000,house,2014,4,2,2,SC_048,3323,20000,1254,39,0,hospital_057,7262,S_049,13146
52891,-37.82936859,145.002121,283 Coppin Street,Richmond,5120000,house,2009,2,1,1,SC_038,1359,19906,518,13,0,hospital_122,1051,S_033,3606
70963,-37.846063,145.234621,1 Kenross Court,Wantirna,9870000,house,2016,5,2,2,SC_032,3743,19871,2159,46,0,hospital_179,728,S_040,3832
1046,-37.8053093,144.8952179,44 Pilgrim Street,Seddon,5964000,house,2006,2,1,0,SC_011,3147,19997,413,14,0,hospital_003,1551,S_049,3613
95866,-37.914357,145.047881,5 Abergeldie Avenue,Mckinnon,27680000,house,2016,2,1,2,SC_046,2922,19940,955,37,0,hospital_159,1886,S_015,3062
62843,-37.829161,145.231173,30 Daisy Street,Heathmont,8652000,house,2014,3,1,0,SC_032,1838,19871,1180,46,0,hospital_105,2263,S_040,1927
85614,-37.896359,145.011611,4 Oswald Street,Elsternwick,26010000,house,2014,4,2,2,SC_023,3546,19953,655,19,0,hospital_013,140,S_009,2526
4871,-37.868672,144.819327,127 Blyth Street,Altona,10350000,house,2014,3,1,2,SC_033,5260,19925,644,32,0,hospital_141,6386,S_007,6722
61975,-37.823875,145.223785,41 Heywood Street,Ringwood,9750000,house,2015,3,1,2,SC_032,1315,19902,999,44,0,hospital_105,2211,S_040,1397
58491,-37.803481,145.185411,10 Winchester Road,Nunawading,11568000,house,2014,3,1,2,SC_088,1837,19900,1717,40,0,hospital_070,1023,S_040,3927
24582,-37.707539,144.967521,75 Major Road,Fawkner,3664000,house,2013,2,1,2,SC_030,3164,19962,999,33,0,hospital_139,2912,S_004,2535
75982,-37.902414,145.08988,24 Mora Avenue,Oakleigh,8172000,house,2016,3,1,2,SC_087,1720,19917,266,34,0,hospital_166,1457,S_026,1769
32593,-37.733127,144.986595,31 Grampian Street,Preston,7280000,house,2012,3,1,1,SC_103,1531,20012,1373,27,0,hospital_139,2005,S_030,475
39450,-37.69808,145.054873,11 Brownhill Street,Bundoora,7800000,house,2010,3,1,0,SC_047,4997,19984,2923,34,0,hospital_037,462,S_020,4048
96198,-37.908032,145.048428,74 Hall Street,Ormond,10800000,house,2015,3,2,2,SC_041,2743,19940,925,37,0,hospital_159,2263,S_015,2371
90536,-37.967659,145.0710144,31 Merton Close,Cheltenham,6600000,house,2009,5,2,3,SC_003,1631,19866,1449,37,0,hospital_109,653,S_023,1616
57166,-37.829088,145.083472,22 McGregor Street,Canterbury,19550000,house,2013,3,1,1,SC_099,2298,19893,549,29,0,hospital_168,3134,S_039,5301
13152,-37.695713,144.75072,43 Catherine Drive,Hillside,5967000,house,2012,3,2,2,SC_048,4225,20000,2153,39,0,hospital_057,9139,S_049,14937
17386,-37.710636,144.934822,51 Farview Street,Glenroy,5400000,house,2016,3,1,2,SC_030,2773,20033,1427,31,0,hospital_184,4391,S_004,530
12751,-37.698829,144.750968,24 Pimelea Way,Hillside,4180000,house,2013,3,2,2,SC_048,3890,20000,2060,39,0,hospital_057,8854,S_049,14721
49342,-37.807633,145.071314,2A Monash Avenue,Balwyn,28980000,house,2016,3,2,1,SC_099,2196,19892,2051,27,0,hospital_064,2027,S_039,3559
53759,-37.82159424,145.0050812,78 Hunter Street,Richmond,7748000,house,2009,2,1,0,SC_038,2131,19906,699,13,0,hospital_122,218,S_039,2875
59670,-37.82176971,145.2051086,23 Linlithgow Street,Mitcham,4680000,house,2009,3,1,2,SC_088,2262,19901,747,42,0,hospital_010,1589,S_040,2349
67861,-37.840453,145.026194,13 Glyndebourne Avenue,Toorak,24750000,house,2011,3,2,2,SC_038,1577,19910,649,13,0,hospital_127,1876,S_013,2540
29344,-37.767818,145.016401,125 Kellett Street,Northcote,14700000,house,2016,2,1,2,SC_001,2234,19930,1265,18,0,hospital_035,930,S_039,4413
37136,-37.6333814,145.0356729,25 Knoll Walk,Epping,3100000,house,2013,3,2,2,SC_062,4841,20005,2172,43,0,hospital_053,2638,S_005,9453
64917,-37.794651,145.29915,80 Hull Road,Croydon,5740000,house,2011,3,1,2,SC_022,1497,19877,1604,55,0,hospital_164,4100,S_042,3154
91592,-37.9768709,145.0529316,38 Alfred Street,Beaumaris,11960000,house,2013,3,2,2,SC_003,3234,19866,1147,37,0,hospital_055,354,S_011,984
65301,-37.801125,145.306282,3/459 Mt Dandenong Road,Kilsyth,3360000,house,2011,3,1,1,SC_022,2053,19877,1901,55,0,hospital_164,4519,S_042,2452
77986,-37.92442,145.173259,38 Albany Drive,Mulgrave,9129000,house,2010,3,1,2,SC_073,2308,19913,3290,44,0,hospital_161,3839,S_047,2202
8596,-37.752238,144.778309,6 Rosewood Lane,Cairnlea,3375000,house,2010,3,2,2,SC_107,3776,20002,2082,33,0,hospital_057,3315,S_049,10037
53638,-37.822007,145.004924,67A Lord Street,Richmond,7956000,house,2012,2,1,0,SC_038,2087,19906,660,13,0,hospital_122,250,S_039,2915
21018,-37.759847,144.969543,31 Barrow Street,Brunswick,8712000,house,2012,3,1,1,SC_030,3500,19967,795,23,0,hospital_144,424,S_030,3586
13486,-37.715576,144.771028,8 Ingoldsby Court,Delahey,6160000,house,2012,3,1,2,SC_048,3240,20000,1632,39,0,hospital_057,6296,S_049,12224
17334,-37.69984436,144.9273071,49 Glen Street,Glenroy,4476000,house,2009,3,1,2,SC_010,3890,20032,1031,33,0,hospital_184,5115,S_004,1285
36533,-37.667697,145.031701,62 Queen Street,Lalor,2448000,house,2014,5,2,2,SC_062,5065,20006,1295,40,0,hospital_053,2240,S_020,7296
93843,-38.059581,145.129148,19 Alleyne Avenue,Bonbeach,8041000,house,2015,2,1,1,SC_070,5679,19859,910,51,0,hospital_096,8208,S_006,6733
56231,-37.85907745,145.0960388,15 Leopold Street,Burwood,9280000,house,2009,2,1,1,SC_042,2072,19848,1331,36,0,hospital_089,248,S_026,3284
72235,-37.846959,145.26394,26 John Street,Bayswater,13277000,house,2016,3,1,2,SC_032,4903,19870,689,50,0,hospital_002,1018,S_024,2445
30365,-37.764852,144.994683,71 Beaconsfield Parade,Northcote,9000000,house,2011,3,1,1,SC_103,2885,20015,225,21,0,hospital_035,1178,S_030,4044
9359,-37.84224,144.743546,19 Thorngrove Street,Truganina,4140000,house,2016,4,2,2,SC_053,3497,46468,3094,33,0,hospital_073,6843,S_007,2811
8774,-37.885203,144.753661,10 Marlin Terrace,Seabrook,3096000,house,2009,3,2,2,SC_092,2362,46468,1793,33,0,hospital_073,6551,S_001,1620
6616,-37.7933667,144.8341166,31 Stanford Street,Sunshine,6460000,house,2011,2,1,0,SC_102,1230,20021,549,26,0,hospital_174,1751,S_049,5344
72266,-37.84801483,145.2686157,2A Orange Grove,Bayswater,6885000,house,2006,2,1,1,SC_032,5259,19870,701,50,0,hospital_002,831,S_024,2070
52453,-37.818356,145.008217,160 Burnley Street,Richmond,7740000,house,2014,3,2,2,SC_083,2418,19906,1026,13,0,hospital_122,443,S_039,2439
38063,-37.773394,145.018701,186 STATION STREET,Fairfield,9130000,house,2014,3,1,1,SC_001,2121,19930,662,18,0,hospital_035,1508,S_039,3760
15601,-37.736831,144.882297,20 Newman Street,Niddrie,8658000,house,2014,3,1,1,SC_082,2073,20036,3592,24,0,hospital_184,2095,S_049,4094
30669,-37.751424,144.9857,126 Keon Street,Thornbury,7020000,house,2011,3,2,2,SC_103,1945,20014,1203,23,0,hospital_144,1347,S_030,2437
81617,-37.996996,145.241008,1 Prunus Grove,Doveton,2320000,house,2013,2,1,1,SC_077,1114,19888,2854,54,0,hospital_119,2342,S_045,9965
32603,-37.752188,145.008895,32 Carlisle Street,Preston,10884000,house,2014,4,1,2,SC_103,1530,20014,963,23,0,hospital_035,1197,S_030,3361
68339,-37.859267,145.016461,19 Sutherland Road,Armadale,2000000,house,2016,3,1,2,SC_038,2203,19945,402,24,0,hospital_132,878,S_013,1024
87391,-37.935993,145.000391,15 Willis Street,Hampton,11100000,house,2013,3,1,2,SC_046,3355,19949,240,27,0,hospital_036,774,S_009,2341
3248,-37.8214035,144.8961639,277 Hyde Street,Yarraville,4816000,house,2009,3,1,2,SC_043,4339,19996,826,15,0,hospital_056,3267,S_049,5400
23795,-37.63910294,144.8977356,8 Catterick Court,Greenvale,6720000,house,2009,4,2,3,SC_075,1386,40220,3322,42,0,hospital_104,2380,S_005,5843
46982,-37.708665,145.174566,3 Crowe Court,Eltham,10050000,house,2010,4,2,2,SC_051,4109,19987,2417,44,0,hospital_075,6063,S_020,6576
42628,-37.752169,145.066783,82 Brown Street,Heidelberg,11550000,house,2010,4,1,2,SC_017,428,19935,766,26,0,hospital_066,558,S_046,4790
59130,-37.823919,145.170282,8 Brenda Street,Nunawading,5184000,house,2012,4,2,1,SC_002,517,19899,548,37,0,hospital_060,1604,S_018,2185
30607,-37.754461,144.983349,11 STRETTLE STREET,Thornbury,11550000,house,2011,3,1,1,SC_103,2329,20014,1341,23,0,hospital_144,1041,S_030,2768
63749,-37.782918,145.296437,19 Carroll Avenue,Croydon,10150000,house,2016,5,2,2,SC_022,2149,19877,1419,55,0,hospital_164,4534,S_042,4477
83188,-37.887796,145.242815,4 Horner Close,Knoxfield,4050000,house,2011,3,1,2,SC_073,5401,19868,4657,55,0,hospital_002,4233,S_027,1527
92617,-38.019898,145.10274,11 Kubis Avenue,Aspendale,5064000,house,2014,3,2,2,SC_003,5560,19862,817,46,0,hospital_001,4183,S_003,4575
77071,-37.93350983,145.1074066,11 Botany Court,Clarinda,5000000,house,2009,5,2,1,SC_003,4487,19915,1515,39,0,hospital_076,1745,S_010,2455
14284,-37.758698,144.90875,32 Clarinda Road,Essendon,12000000,house,2012,4,2,2,SC_085,2369,20037,720,21,0,hospital_128,1066,S_025,1502
58346,-37.82826233,145.1548004,8 Jeffery Street,Blackburn,6370000,house,2009,3,2,2,SC_002,1769,19898,1004,35,0,hospital_060,535,S_018,746
3799,-37.817329,144.875368,7 Freame Street,Yarraville,13345000,house,2014,2,1,3,SC_033,2722,19996,1291,15,0,hospital_056,2857,S_049,5062
58044,-37.826714,145.154834,36 Alandale Road,Blackburn,13940000,house,2010,4,2,2,SC_002,1676,19898,852,35,0,hospital_060,704,S_018,843
96375,-38.01432419,145.2828827,1 Jabiru Place,Hallam,6450000,house,2009,3,2,2,SC_077,3199,19885,1211,59,0,hospital_069,2641,S_045,5860
4915,-37.869903,144.81637,148 Blyth Street,Altona,7800000,house,2009,3,2,2,SC_033,5504,19925,585,32,0,hospital_141,6660,S_007,6466
3447,-37.820591,144.89097,38 Newcastle St,Yarraville,7910000,house,2014,2,1,0,SC_033,3946,19996,536,15,0,hospital_056,3085,S_049,5278
59962,-37.825189,145.208513,40 Purches Street,Mitcham,10464000,house,2014,3,1,1,SC_032,2259,19901,795,42,0,hospital_010,2073,S_040,2311
4638,-37.84090042,144.86409,71 Blenheim Road,Newport,6180000,house,2008,4,2,1,SC_033,2198,19994,1727,20,0,hospital_141,3399,S_049,7854
28869,-37.809157,144.994943,18 Charles Street,Abbotsford,10800000,house,2012,2,1,0,SC_068,2106,19977,255,8,0,hospital_042,741,S_033,2591
35624,-37.69704819,145.0185852,8 Romsey Street,Reservoir,4500000,house,2009,3,1,2,SC_047,4734,20008,638,36,0,hospital_139,2913,S_030,4758
14980,-37.743542,144.932759,12A Woodland Street,Strathmore,5950000,house,2015,3,1,1,SC_030,1968,20035,479,26,0,hospital_184,2441,S_025,2875
15634,-37.74145126,144.8887329,25 Nolan Street,Niddrie,5120000,house,2008,3,1,1,SC_082,1700,20036,2906,24,0,hospital_184,1442,S_049,3534
23545,-37.648878,144.904159,29 Dunfermline Avenue,Greenvale,10125000,house,2012,4,2,3,SC_072,1605,44817,2355,40,0,hospital_104,1447,S_005,6451
83752,-37.854776,145.003278,25 Bowen Street,Prahran,11900000,house,2014,2,2,1,SC_066,1192,19957,998,11,0,hospital_012,397,S_013,2286
68153,-37.8502121,145.0257568,6 Denham Place,Toorak,16800000,house,2009,3,2,2,SC_038,1876,19945,896,24,0,hospital_157,1542,S_013,1457
73250,-37.865067,145.298075,201 Forest Road,Boronia,7310000,house,2012,3,2,1,SC_049,3386,19869,1308,53,0,hospital_049,1378,S_024,1244
18900,-37.687495,144.927652,45 Nepean Street,Broadmeadows,8100000,house,2010,2,1,1,SC_059,3762,20030,864,37,0,hospital_104,4146,S_004,2383
26335,-37.601257,144.924991,3 Farnham Crt.,Craigieburn,3900000,house,2015,4,2,2,SC_110,1355,40221,1618,46,0,hospital_104,5518,S_005,1249
79096,-37.960332,145.147323,42 Moncur Avenue,Springvale,5588000,house,2012,3,1,2,SC_057,4267,19913,1319,44,0,hospital_124,2953,S_003,6700
47449,-37.709624,145.138158,69 Ryans Road,Eltham,4075000,house,2016,3,2,3,SC_051,4431,19987,957,44,0,hospital_075,2887,S_020,3399
71840,-37.860512,145.220688,9 Alkira Court,Wantirna,6450000,house,2014,4,3,2,SC_067,5128,19871,4152,46,0,hospital_008,1342,S_027,4334
61817,-37.77147,145.254886,33 Braden Brae Drive,Warranwood,12880000,house,2015,5,2,2,SC_022,3950,19878,3498,51,0,hospital_164,4040,S_040,5059
31668,-37.737845,144.983859,10 Eric Street,Preston,7032000,house,2014,3,1,2,SC_103,1604,20012,1470,27,0,hospital_144,2330,S_030,918
78877,-37.938053,145.16584,26 Hillside Street,Springvale,5460000,house,2011,3,1,1,SC_073,3955,19913,1676,44,0,hospital_124,3873,S_047,3805
7973,-37.757931,144.797668,1 Litoria Walk,St Albans,7395000,house,2012,3,2,2,SC_107,3515,20003,1049,31,0,hospital_057,1508,S_049,8235
4544,-37.834029,144.869447,54 Percy Street,Newport,4400000,house,2013,3,1,2,SC_033,2156,19995,1498,18,0,hospital_141,3708,S_049,6991
25304,-37.581685,144.918554,13 Girraween Crescent,Craigieburn,7700000,house,2011,4,2,2,SC_005,809,40221,3130,46,0,hospital_104,7684,S_005,2497
41294,-37.68009567,145.0556946,9 Spotted Gum Crescent,Bundoora,7475000,house,2007,4,3,2,SC_062,4112,45795,3586,46,0,hospital_041,1418,S_020,4772
46174,-37.713234,145.121215,6 Wattle Avenue,Montmorency,7116000,house,2010,3,1,1,SC_051,5560,19986,231,40,0,hospital_075,1625,S_020,2091
80716,-37.986743,145.228805,108 Clow Street,Dandenong,4365000,house,2014,5,3,2,SC_112,1206,19888,1712,54,0,hospital_119,882,S_047,9244
88381,-37.946842,145.035175,10 Baldwin Street,Highett,17080000,house,2014,4,2,1,SC_079,577,19872,614,41,0,hospital_110,1541,S_023,2293
69721,-37.862285,145.095881,20 Edmonds Avenue,Ashwood,13840000,house,2010,2,1,1,SC_042,1720,19848,1278,36,0,hospital_089,562,S_026,2941
69529,-37.865352,145.082092,13 Morotai Avenue,Ashburton,8940000,house,2012,3,1,2,SC_042,1570,19848,382,36,0,hospital_098,296,S_026,2431
19991,-37.795678,144.954043,79 Park Drive,Parkville,19040000,house,2011,4,2,1,SC_007,2047,19971,1543,16,0,hospital_118,326,S_044,1788
40842,-37.698591,145.050185,54 Arthur Street,Bundoora,4976000,house,2016,3,2,2,SC_047,4780,19984,3264,34,0,hospital_037,718,S_020,4445
55677,-37.834588,145.062127,42 St Johns Avenue,Camberwell,16940000,house,2012,4,2,2,SC_099,1196,19851,729,30,0,hospital_168,1416,S_039,4222
85989,-37.908235,145.006546,11 Byron Street,Brighton,20400000,house,2015,3,2,2,SC_046,4462,19952,509,20,0,hospital_156,1374,S_009,1231
59929,-37.817435,145.206752,3A Walter Street,Mitcham,7560000,house,2012,3,2,2,SC_032,2009,19901,555,42,0,hospital_010,1357,S_040,2029
95793,-37.92297,145.037412,43 Daley Street,Bentleigh,10855000,house,2012,3,1,2,SC_046,1842,19938,297,41,0,hospital_110,1124,S_009,3757
27925,-37.60008,144.941389,9 Hardy Ave,Craigieburn,4950000,house,2012,3,1,2,SC_110,252,40221,258,46,0,hospital_104,5930,S_005,375
63146,-37.828457,145.242279,9 Viviani Crescent,Heathmont,7735000,house,2010,4,2,1,SC_032,2111,19871,201,46,0,hospital_105,1929,S_040,2189
57073,-37.818549,145.083785,169 Mont Albert Road,Canterbury,16900000,house,2010,4,2,2,SC_099,2354,19893,698,29,0,hospital_117,2938,S_039,4863
46197,-37.729355,145.134409,65 Cressy Street,Montmorency,7678000,house,2015,4,2,2,SC_009,5506,19986,1933,40,0,hospital_075,3686,S_020,4084
69437,-37.87236786,145.079361,105 Ashburn Grove,Ashburton,25440000,house,2009,2,1,0,SC_042,1202,19847,451,37,0,hospital_098,1058,S_026,1701
37460,-37.65813,145.036538,46 Narina Way,Epping,3905000,house,2012,3,2,2,SC_062,4375,20005,853,43,0,hospital_053,1911,S_020,7628
14806,-37.756446,144.920575,8 Nicholson Street,Essendon,11390000,house,2012,3,1,1,SC_082,2828,20037,388,21,0,hospital_128,1189,S_025,1261
78931,-37.938726,145.153745,3 Sullivan Street,Springvale,9010000,house,2013,3,2,3,SC_073,4589,19913,1201,44,0,hospital_076,3471,S_047,4535
82275,-37.991058,145.242296,51 Tristania Street,Doveton,3600000,house,2014,3,1,2,SC_077,1659,19888,2860,54,0,hospital_119,2151,S_045,10122
6024,-37.779225,144.839248,10 Stonemark Street,Sunshine,4400000,house,2012,3,1,1,SC_102,607,20021,1178,26,0,hospital_174,616,S_049,4449
94924,-37.92152405,145.0262909,17 Clairmont Avenue,Bentleigh,5840000,house,2009,3,1,2,SC_046,2264,19938,901,41,0,hospital_110,1580,S_009,2771
35663,-37.707004,145.017272,83 Miranda Road,Reservoir,5000000,house,2011,3,1,2,SC_047,3695,20009,690,33,0,hospital_139,2060,S_030,3891
82431,-37.99440384,145.2416229,8 Tristania Avenue,Doveton,31200000,house,2008,2,1,0,SC_077,1336,19888,2842,54,0,hospital_119,2240,S_045,10024
30938,-37.761796,145.003471,21 Fenwick Street,Thornbury,10800000,house,2015,4,2,1,SC_103,2476,20015,620,21,0,hospital_035,405,S_030,3989
85888,-37.910878,145.006126,1 Edgar Street,Brighton,22800000,house,2015,3,1,0,SC_046,4261,19952,735,20,0,hospital_156,1284,S_009,1035
67134,-37.754188,145.357603,18 The Eyrie,Lilydale,6227000,house,2013,3,2,3,SC_084,3869,19876,883,61,0,hospital_151,193,S_042,9077
80648,-37.9846376,145.2028585,1/17 Stanley Street,Dandenong,2328000,house,2012,2,1,1,SC_112,1105,19888,846,54,0,hospital_119,1414,S_047,8432
1272,-37.801007,144.893874,60 Pickett Street,Footscray,12150000,house,2014,3,1,2,SC_011,2852,20024,269,18,0,hospital_003,1062,S_049,3122
9761,-37.89147949,144.6394959,2 Adam Court,Werribee,3360000,house,2008,3,1,1,SC_012,3204,19921,2093,40,0,hospital_073,3864,S_001,8457
83111,-37.883533,145.241188,23 Belindavale Drive,Knoxfield,3520000,house,2016,5,2,1,SC_073,5472,19869,4584,53,0,hospital_002,3923,S_027,1851
52716,-37.812224,145.008002,22 Davison Street,Richmond,24750000,house,2016,2,1,1,SC_083,2594,19977,1378,8,0,hospital_134,371,S_039,2140
6447,-37.789124,144.842465,21 Union Street,Sunshine,4862000,house,2010,3,1,3,SC_102,1088,20021,846,26,0,hospital_174,1544,S_049,4481
62295,-37.775855,145.247287,8 Blair Court,Warranwood,5800000,house,2011,4,2,2,SC_022,4074,19878,3652,51,0,hospital_164,3626,S_040,4336
76193,-37.905697,145.10284,41 Edward Street,Oakleigh,7245000,house,2010,4,2,2,SC_087,2680,19916,594,36,0,hospital_166,768,S_010,2501
19751,-37.675962,144.899554,45 Kenny Street,Westmeadows,5360000,house,2012,3,1,2,SC_059,1875,20030,1935,37,0,hospital_104,3360,S_004,4886
50509,-37.7560997,145.1249237,2/35 Mclachlan Street,Templestowe,7395000,house,2007,2,2,2,SC_009,3093,19986,4552,40,0,hospital_193,2081,S_046,2169
87378,-37.9434166,145.00354,15 Alicia Street,Hampton,18120000,house,2009,4,3,2,SC_046,3086,19949,632,27,0,hospital_036,111,S_009,3205
83525,-37.8524,144.990258,14 St John Street,Windsor,7884000,house,2016,2,1,0,SC_066,638,19958,323,9,0,hospital_155,749,S_017,2054
56594,-37.860368,145.108907,33 Arthur Street,Burwood,8640000,house,2016,3,1,1,SC_042,2431,19840,1500,28,0,hospital_089,1337,S_026,3673
63274,-37.782886,145.290698,1/30 Bartlett Avenue,Croydon,22620000,house,2010,3,1,1,SC_022,1924,19878,1656,51,0,hospital_164,4148,S_042,4564
4626,-37.839729,144.867456,7 Graham Street,Newport,8124000,house,2010,3,1,1,SC_033,2329,19994,1458,20,0,hospital_141,3295,S_049,7650
66307,-37.77984,145.313031,38 Larnook Crescent,Mooroolbark,6390000,house,2011,3,2,3,SC_084,2416,19877,549,55,0,hospital_113,4178,S_042,4889
68708,-37.869624,145.034413,1 Johnstone Street,Malvern,14140000,house,2011,4,2,1,SC_023,1043,19944,586,19,0,hospital_157,768,S_013,965
44612,-37.70795441,145.0894013,208 Nell Street,Greensborough,5610000,house,2005,3,2,2,SC_017,5630,19984,596,34,0,hospital_075,1484,S_020,1007
52627,-37.819843,145.006982,2 Neptune Street,Richmond,9300000,house,2013,2,1,0,SC_038,2310,19906,861,13,0,hospital_122,295,S_039,2624
58064,-37.822451,145.162917,38 Glen Ebor Avenue,Blackburn,9870000,house,2011,4,2,2,SC_002,827,19899,1073,37,0,hospital_060,1315,S_018,1696
31753,-37.751011,145.018631,113 Raglan Street,Preston,10590000,house,2015,4,2,2,SC_047,1727,20013,1736,25,0,hospital_035,1630,S_030,3900
36790,-37.644963,145.051745,12 Meadow Glen Drive,Epping,4355000,house,2014,3,1,2,SC_062,3068,45795,1426,46,0,hospital_053,3193,S_020,7895
27536,-37.581642,144.917101,7 Belair Close,Craigieburn,4510000,house,2010,4,2,2,SC_005,841,40221,3224,46,0,hospital_104,7693,S_005,2592
34474,-37.703376,145.02268,27 Darebin Boulevard,Reservoir,11480000,house,2016,3,1,2,SC_047,3973,20009,1264,33,0,hospital_025,2355,S_030,4515
68331,-37.854252,145.015053,18A New Street,Armadale,7542000,house,2011,2,1,1,SC_038,1636,19946,400,23,0,hospital_132,542,S_013,1449
83483,-37.858259,145.005075,13 Chomley Street,Prahran,17920000,house,2012,3,1,0,SC_066,1585,19946,1139,23,0,hospital_132,570,S_013,2002
21535,-37.774551,144.965453,74 Edward Street,Brunswick,6615000,house,2013,2,1,0,SC_008,4169,19969,595,20,0,hospital_024,1869,S_025,3950
44382,-37.7131,145.102394,161 Nepean Street,Greensborough,6591000,house,2014,3,1,2,SC_017,5608,19985,1141,38,0,hospital_075,938,S_020,958
90862,-37.968339,145.083966,6 Benkel Avenue,Cheltenham,12805000,house,2016,4,2,2,SC_003,545,19865,2234,39,0,hospital_109,1028,S_003,1851
87413,-37.930895,145.002154,17 Avondale Street,Hampton,40460000,house,2011,5,2,2,SC_046,3319,19949,791,27,0,hospital_036,1291,S_009,1826
82672,-37.90945053,145.2754974,23 Rosebank Court,Rowville,4953000,house,2009,3,2,0,SC_049,3327,19867,3377,58,0,hospital_150,3521,S_008,2748
96298,-37.925233,145.048607,9 Durban Street,Bentleigh,9460000,house,2014,3,1,2,SC_046,1826,19938,1154,41,0,hospital_110,1354,S_010,3079
32450,-37.73097229,145.0115356,263 Tyler Street,Preston,5775000,house,2008,3,1,0,SC_103,1277,20011,823,29,0,hospital_139,1906,S_030,2467
56535,-37.851163,145.096338,3 Church Street,Burwood,14140000,house,2012,4,2,2,SC_042,2945,19849,1392,34,0,hospital_089,723,S_026,4137
16964,-37.703256,144.932525,29 Hubert Avenue,Glenroy,6534000,house,2013,3,1,1,SC_030,3596,20032,1355,33,0,hospital_184,4973,S_004,690
42041,-37.73069382,145.1023407,3 Jedem Close,Viewbank,7480000,house,2008,4,2,2,SC_009,3998,19986,2406,40,0,hospital_075,2863,S_020,2901
17513,-37.710726,144.915676,6 Stanley Street,Glenroy,5027000,house,2012,2,1,2,SC_010,2554,20032,702,33,0,hospital_184,3637,S_004,2073
149,-37.807406,144.886448,10 Lawrence Street,Seddon,6765000,house,2014,2,1,1,SC_043,2675,20023,631,20,0,hospital_056,1589,S_049,3816
19130,-37.684755,144.929525,69 Cuthbert Street,Broadmeadows,4917000,house,2013,5,1,1,SC_072,3839,20030,894,37,0,hospital_104,3875,S_004,2608
38488,-37.768652,145.044813,1 Ivanhoe Parade,Ivanhoe,10439000,house,2011,2,1,1,SC_001,278,19933,60,23,0,hospital_039,1368,S_039,4308
34928,-37.692886,144.979745,41 Anstey Avenue,Reservoir,6955000,house,2014,3,2,2,SC_030,5114,19961,2033,35,0,hospital_139,3186,S_004,3940
16600,-37.708395,144.943954,16 Charles Street,Hadfield,8540000,house,2016,3,1,3,SC_030,2728,19961,1570,35,0,hospital_139,4873,S_004,484
